Customer_ID,Age,Income,Spending_Score,Purchase_Frequency,Satisfaction_Score,Gender,Education_Level,Marital_Status,Employment_Status,Loyalty_Tier,Region,Online_Shopping_Frequency,Product_Category,Avg_Discount_Avail,Store_Visits_Per_Month,Customer_Rating,Credit_Score,Days_Since_Last_Purchase,Dependents
195,44,49198.62698,98.01706261,47,1,Male,High School,,Retired,Gold,South,3,Home,34.49370636,2,6.456852526,806.9500813,22,4
196,69,78817.1371,60.58627737,38,4,Male,Master's,Single,Retired,Gold,East,29,Home,5.371938408,13,4.285227736,813.1294017,188,3
197,30,38311.41265,58.65984316,24,1,Male,PhD,Divorced,Unemployed,Platinum,South,,Electronics,40.09822072,14,9.140265346,433.0191209,73,
198,58,42930.30825,75.05924476,47,3,Male,Bachelor's,Married,Retired,Gold,South,8,Groceries,34.99862326,7,,739.0216499,4,0
199,20,84787.81046,81.36520902,31,4,Male,PhD,Single,Employed,Bronze,South,20,Fashion,18.89535463,5,5.183057853,538.1909778,81,1
200,56,74460.30844,65.99138213,41,1,Female,Master's,Married,Unemployed,Silver,North,12,Electronics,18.15988121,3,9.977623711,804.6386,24,1
201,23,138929.9671,13.68147889,46,2,Female,Bachelor's,Married,Employed,Silver,North,13,Fashion,40.92228484,11,5.441503277,547.5683499,263,4
,25,67111.20689,,26,5,Male,High School,Married,Unemployed,Silver,East,22,Home,40.25015114,11,2.605584267,,1,1
203,44,95476.48554,92.88028039,49,3,Female,Master's,Divorced,Unemployed,Bronze,South,27,Fashion,20.85360595,14,5.617624806,556.832075,277,4
204,26,102194.3574,23.23694557,5,2,Female,,Married,Employed,Bronze,North,13,Fashion,18.45264776,8,8.32615062,425.2904156,,2
205,54,21702.27936,37.84453536,20,4,Male,High School,Married,Retired,Bronze,East,21,Groceries,30.1921155,4,7.991742942,,342,2
206,50,,43.77561141,41,3,Male,High School,Married,Retired,Platinum,East,9,Electronics,5.376454699,14,8.097235886,533.9871568,223,
207,68,43144.67569,44.50109398,11,3,Female,PhD,Divorced,Unemployed,Bronze,,15,Fashion,8.720016709,9,7.372214056,715.5220614,71,2
208,59,144939.1413,61.68101867,,5,Male,Master's,Married,,Gold,East,4,Fashion,,5,3.287960462,632.7893168,,3
209,61,39326.15461,94.36450794,38,4,Female,High School,Married,Employed,Platinum,East,22,Home,13.3435318,13,,678.7461094,319,3
210,41,73901.13608,24.82857847,27,3,Male,,Single,Unemployed,Platinum,West,26,Home,,14,9.040991188,455.2794929,93,3
211,32,31095.45685,13.02863625,34,,Female,High School,Divorced,,Platinum,South,5,Fashion,49.65088617,14,2.74737427,564.7894403,18,2
212,49,149593.6527,20.5495785,15,5,Female,High School,Married,Employed,Bronze,East,25,Electronics,34.36760308,,2.174100729,324.4173957,127,3
213,49,85285.35134,88.80556512,,2,Female,PhD,Single,Retired,,West,1,Fashion,,8,9.780444717,749.6428288,342,4
214,41,97400.05225,64.93527045,21,2,Female,PhD,Divorced,Retired,Bronze,South,12,Fashion,28.65107183,6,8.814915673,844.4406892,81,
215,58,28719.94206,29.30477213,,2,,Bachelor's,Divorced,Unemployed,Bronze,North,28,Groceries,27.34903456,11,9.039125325,523.7834844,253,1
216,69,117494.8612,81.77874696,5,4,Male,PhD,Divorced,Unemployed,Platinum,East,12,Electronics,11.48755171,4,8.977387462,306.0300092,220,4
217,66,47287.7271,86.27562964,6,3,Female,High School,Divorced,Retired,Silver,West,18,Groceries,46.4122566,1,5.875181416,393.3859518,342,3
218,66,136747.0576,84.80491953,38,3,Female,High School,Divorced,Employed,Silver,North,17,Electronics,,,6.81761563,658.8897828,,0
,69,46668.15326,91.97372683,22,5,Male,PhD,Divorced,Employed,Platinum,West,27,Electronics,49.75516133,1,,636.643625,51,1
220,29,44789.40369,25.971861,18,4,Male,High School,Married,Unemployed,Silver,South,18,Electronics,23.90325329,2,1.460857143,733.3255958,174,4
221,56,24751.45682,75.74915095,14,2,Female,High School,Married,Retired,Gold,South,0,,32.35809662,9,7.709527768,439.636206,337,1
222,19,81368.70286,46.59341023,10,2,Female,Bachelor's,Married,,,North,7,Groceries,9.71431414,11,5.5479883,719.9975536,181,2
223,,93429.34732,84.35785674,46,3,Female,PhD,Married,Employed,Bronze,West,21,Groceries,25.44025207,,6.829381673,678.3912118,352,3
224,66,28542.12313,73.12057704,13,3,Female,,Single,Unemployed,Silver,East,15,Home,15.74446523,3,5.523758245,477.5479737,114,4
225,54,120818.5902,77.8682972,31,4,Female,PhD,,Retired,Gold,East,28,Groceries,42.60041594,5,5.426301901,600.0184814,,4
226,66,78927.54852,65.96002193,30,,Male,Bachelor's,Divorced,Employed,Platinum,North,1,Home,40.27638132,11,2.546101985,381.0005947,0,0
227,34,88170.73501,18.56544818,3,2,Female,PhD,Married,Unemployed,Silver,North,7,Home,42.08809998,2,3.508423436,,62,0
228,66,77299.1571,54.95766497,30,3,Male,High School,Married,Employed,Gold,North,5,Home,37.5624247,9,2.429674227,784.6585368,247,0
229,19,72099.19791,98.48230421,,4,Male,PhD,Divorced,Employed,Gold,West,15,Fashion,42.47074506,13,2.760996661,531.6552589,230,1
230,19,92753.24307,93.80141858,29,3,Male,High School,Married,Employed,Platinum,East,22,Fashion,14.03729376,0,9.756796424,761.7616886,225,
231,45,40181.23197,5.274199844,8,2,,High School,,Unemployed,Bronze,East,10,Fashion,25.34196995,0,2.378021012,624.6393509,18,
232,40,43650.65696,,44,3,Male,High School,Married,Retired,Platinum,East,16,Home,36.1331096,8,3.423433819,405.5321922,30,3
233,54,132032.1307,14.04114857,45,1,Male,Bachelor's,,Unemployed,Bronze,North,22,Home,33.68266241,8,6.31530692,619.6084346,332,4
234,49,142995.0101,72.87201109,43,5,Male,PhD,Married,Retired,Gold,East,18,Electronics,37.23595173,4,6.491607186,578.290831,120,1
235,50,68530.21112,81.96074766,44,1,Male,Bachelor's,Divorced,Employed,Bronze,South,10,Home,15.09162724,8,2.385767168,519.2527344,23,1
236,18,,22.13762526,33,3,,PhD,,Retired,Gold,North,27,Fashion,9.429561907,10,8.143456832,365.7967417,324,1
237,36,103719.9406,51.0794166,17,3,Female,Bachelor's,Married,Employed,,East,7,Home,46.25629601,6,8.066825811,529.1897651,210,2
238,19,73135.44224,84.22959977,48,5,Male,Master's,Married,Employed,Silver,West,21,Home,30.2077353,8,3.135859338,340.0193069,160,3
239,61,23300.22624,73.54735293,11,2,Male,High School,Married,Unemployed,Bronze,North,3,Electronics,11.9221666,11,3.597996724,354.3229783,254,3
240,43,40299.83766,54.68148334,13,1,Female,,Divorced,Employed,Bronze,South,10,Home,40.70464618,6,9.441890789,528.7540931,58,1
241,49,113076.3898,59.44442136,11,1,Female,Bachelor's,,Unemployed,Bronze,South,7,Groceries,46.17184715,8,8.431043014,467.9598151,113,2
242,23,105660.1124,51.32769414,31,2,Female,Master's,Single,Retired,,West,8,Electronics,,14,7.280173298,809.0493792,159,1
243,49,23522.47903,30.45729668,28,2,Male,High School,Single,Retired,Silver,West,25,Home,,1,1.740098994,506.638193,219,3
244,21,48856.38105,56.93717729,44,4,Female,PhD,Single,Employed,Silver,North,1,Home,46.99512776,10,4.764376728,716.8219671,356,4
245,28,50039.72356,69.1996449,6,2,Male,Bachelor's,Divorced,Unemployed,Silver,North,15,Electronics,47.22627201,10,6.033716849,591.6361395,168,2
246,34,107346.0567,87.45896867,41,1,Male,High School,Single,Employed,,South,5,Home,46.13704077,7,2.686701592,687.2471178,11,2
247,55,22562.36991,63.99284404,16,4,Female,High School,Married,Unemployed,Bronze,West,20,Fashion,29.58894556,6,5.034039239,443.0637907,241,1
248,41,33534.11566,,4,2,Male,Bachelor's,Married,Unemployed,Bronze,North,,Groceries,21.02950928,5,6.409232897,818.0477351,138,4
249,22,123989.0911,16.84709186,35,2,Female,Bachelor's,Divorced,Unemployed,Bronze,South,25,Groceries,5.327276346,4,3.946390121,591.5486733,96,3
250,69,43210.80607,46.69418997,48,2,Male,PhD,Single,,Silver,West,26,,7.741050209,3,8.028503371,,146,0
251,51,104856.994,1.923830363,26,5,Female,PhD,Married,Unemployed,Silver,South,18,Home,24.29775569,6,8.564046235,500.7751314,181,3
252,23,50963.76154,25.42120759,12,2,Male,High School,Divorced,Retired,Gold,East,27,Home,22.96967659,2,3.912485225,355.116242,56,3
253,,32927.38106,72.9197098,11,5,Male,High School,Single,Unemployed,Platinum,West,7,Groceries,13.31212593,7,8.54791439,,,4
254,28,51612.38483,99.18918518,37,,Female,Bachelor's,Married,Retired,Platinum,North,13,Home,22.79660126,1,1.932189095,304.2678066,353,2
255,65,569473.5057,10.81863186,25,1,Female,High School,Single,Retired,Silver,North,,Groceries,12.85925295,0,8.539561888,561.4111371,198,3
256,33,131240.5409,40.74793727,18,5,Female,High School,Divorced,Retired,Gold,,15,Groceries,43.19560637,10,2.374753885,406.0410465,30,2
257,50,127928.5824,80.2070259,19,2,Female,Bachelor's,Single,Employed,Bronze,West,11,Fashion,18.4187695,1,1.746344373,645.0565274,179,4
258,26,71633.85885,21.19952783,23,1,Male,High School,Divorced,Unemployed,Silver,South,4,Groceries,31.93539576,8,6.77597864,838.6809302,1,4
259,23,106851.0678,55.95340998,38,4,Female,High School,Single,Employed,Platinum,North,23,Home,27.62793779,4,5.247436292,555.4215985,287,1
260,33,46647.9584,73.57405831,18,4,Female,Master's,Married,Unemployed,Platinum,East,25,Home,7.334693492,10,9.171015404,,137,0
261,46,58109.20493,61.98255958,26,3,Male,PhD,Divorced,Unemployed,Platinum,East,23,Electronics,47.40051738,7,4.268702765,579.2813028,104,4
262,20,136523.6564,19.61444873,,2,Female,Bachelor's,Divorced,Employed,Bronze,West,18,Home,28.72516902,2,3.584370371,572.7120171,217,4
263,37,21690.25006,,,3,Female,Master's,Divorced,Retired,Platinum,West,,Electronics,19.62759395,6,5.506614155,811.7329212,221,2
264,,31116.10901,78.59538666,,,Male,PhD,Single,Unemployed,Bronze,North,,Groceries,12.11569563,14,5.103515672,789.4812278,330,4
265,36,47025.21317,55.8684249,,2,Female,PhD,Single,Retired,Bronze,East,1,Home,20.23369856,1,4.099852416,732.1902559,104,3
266,43,23449.1865,1.517731741,34,2,Female,PhD,,Employed,Bronze,South,24,Fashion,5.923022136,7,7.243671688,462.9406643,126,1
267,,43586.60656,76.33808524,17,1,Female,,Divorced,Retired,Silver,East,19,Fashion,21.36011699,13,7.836056505,599.7546286,264,1
268,36,95795.40293,4.495824139,43,,,Master's,Divorced,Unemployed,Bronze,South,11,Fashion,28.91686673,6,8.676855721,423.1434783,199,3
269,37,74785.19158,74.82764449,43,,Female,PhD,Single,Unemployed,Gold,South,28,Groceries,44.23398106,,9.755709442,544.1541839,251,4
270,49,136047.3224,21.04557546,16,3,Female,High School,Single,Unemployed,Platinum,North,1,Groceries,,4,3.399905729,,14,0
271,24,126267.663,95.84927453,2,5,Male,High School,Married,Employed,Silver,East,9,Electronics,10.02120409,11,7.444841342,757.4020221,225,4
272,69,64436.25572,37.42613438,34,3,Female,Master's,Married,Unemployed,Platinum,South,0,Fashion,11.6485846,10,4.548324119,792.8156009,352,1
273,58,53725.04635,33.36623002,8,4,Male,Master's,Single,,Bronze,West,3,Electronics,24.26555155,3,7.093737748,528.0410343,104,0
274,50,69360.01306,15.73991698,13,2,Male,,Divorced,Retired,Silver,South,24,Electronics,13.80684882,0,5.283835213,309.7374448,232,2
275,57,96738.34253,31.25481733,,2,Male,PhD,Married,Unemployed,,West,11,Home,6.253239991,4,9.943957925,773.9756119,318,2
276,56,54848.27331,87.78842542,,2,Male,High School,Single,Unemployed,Bronze,West,8,,41.22566961,11,7.560119222,395.8532732,218,4
277,35,101139.358,99.63709943,30,2,Female,Master's,Single,Unemployed,Platinum,East,3,Fashion,5.878515681,,9.572421704,642.0350801,276,4
278,57,73223.51478,37.46264352,32,3,Female,Master's,Divorced,Retired,,West,8,Groceries,,9,8.514725945,313.7339952,260,0
279,18,91766.13351,45.41245246,36,5,Female,Bachelor's,Single,Unemployed,Bronze,South,27,Home,11.48467834,3,9.1261091,519.7285614,340,0
280,28,76696.44879,72.48502288,47,4,Male,PhD,Single,Employed,Gold,West,5,Groceries,48.86052849,12,8.329772775,842.2781662,335,4
281,45,58280.54874,88.73338227,30,2,Female,Bachelor's,Married,Retired,Bronze,East,0,Electronics,32.17432603,8,5.132432173,355.3814806,189,1
282,42,143298.9299,59.71138908,1,1,Female,High School,Single,Retired,Silver,North,9,Electronics,38.07423372,11,3.26609608,533.0312336,197,2
283,67,119268.7532,39.76104412,43,2,Female,Bachelor's,Single,Retired,Bronze,South,28,Electronics,9.971763259,,4.332881579,468.9324726,352,0
284,40,38214.71285,,39,3,Male,Bachelor's,Married,Retired,Silver,South,13,Electronics,43.79468331,3,1.182126094,797.7984679,276,1
285,48,132900.8369,69.8661965,17,4,Male,Bachelor's,Divorced,Retired,Bronze,East,21,Fashion,42.76365543,8,5.715938507,778.1370593,335,4
286,47,83366.05577,1.318608097,,5,Female,PhD,Divorced,Employed,Bronze,East,24,Electronics,34.38467292,3,5.545520202,430.7343182,38,3
287,59,136291.7895,62.33934441,24,1,Male,High School,Married,Retired,Platinum,East,28,Home,27.60236891,4,5.727254183,344.6532829,161,0
288,,,36.19380803,22,,Male,Bachelor's,Married,,Gold,East,17,Electronics,37.46701279,10,9.766281025,644.9261167,120,3
289,24,75277.75558,79.6255358,29,3,Female,PhD,Divorced,Retired,Gold,South,5,Groceries,5.26676969,7,9.203086031,485.0027915,261,1
290,33,22921.01008,10.20607334,22,4,Male,High School,Divorced,Retired,Gold,North,17,Home,31.65983399,0,2.455415005,669.6464148,215,2
291,43,54928.05672,59.23202443,44,3,Male,Master's,Divorced,Retired,,West,19,Groceries,43.13327607,0,4.319942694,317.6658658,,1
292,65,90412.44791,48.6163161,9,4,Female,Bachelor's,Divorced,Retired,Bronze,West,15,Groceries,21.06049492,8,4.815605615,373.3695793,48,2
293,69,,64.59022706,37,4,Male,High School,Divorced,,Bronze,North,14,Fashion,9.873021042,8,4.244796261,677.504728,91,1
294,66,53525.39911,7.420505854,10,1,Male,Bachelor's,Married,Employed,Silver,North,15,Fashion,23.93947624,,8.186463672,416.8038604,128,0
295,19,38116.28963,58.41839496,36,4,Male,Master's,Single,Employed,Silver,North,7,Groceries,37.71970021,12,5.716339029,771.6732217,320,0
296,18,128540.9308,56.58697421,37,1,,High School,Divorced,Retired,Platinum,East,12,Groceries,9.828554467,1,6.148898353,332.2249882,27,3
297,65,147972.2835,56.50534935,28,4,Male,PhD,Divorced,Employed,Bronze,South,22,Electronics,14.27218521,12,8.677122031,418.5150905,355,1
298,29,88339.7237,60.74527899,28,3,Male,High School,,Unemployed,Gold,South,10,Home,11.63983311,8,8.253353381,849.2081367,147,1
299,22,42318.30716,67.97032579,42,3,Male,PhD,Single,Retired,Gold,South,,Electronics,40.862649,13,2.189903705,538.1918564,327,3
300,54,55399.95245,80.69391097,43,5,Male,High School,Single,Unemployed,Platinum,East,28,Fashion,7.83016801,3,7.425231257,686.6311149,64,4
301,49,22390.78795,27.71225129,21,5,Female,PhD,Single,Unemployed,Gold,South,24,Fashion,35.8963926,,4.91892516,400.4646769,217,1
302,26,138858.8449,,24,4,Female,Master's,Single,Retired,Platinum,East,6,Electronics,21.49056143,,3.651840128,635.4278042,50,1
303,58,35307.64078,50.32731254,42,,Female,Master's,Single,Unemployed,Bronze,South,16,Home,,,1.450169388,699.3583376,304,1
304,52,94947.14182,8.628769634,40,4,Female,Master's,Married,Unemployed,Gold,North,17,Groceries,48.39725385,11,5.385246043,472.9621497,73,4
305,36,55627.17869,6.796541995,2,3,Male,High School,Single,Unemployed,Bronze,West,,Electronics,10.15453848,8,4.198930127,755.8934116,198,0
306,65,92043.14033,34.08959355,8,4,Female,Master's,Single,Retired,Silver,West,22,Fashion,19.14732685,,3.263617357,631.8796682,191,3
307,33,104684.6505,78.70480073,48,3,,Bachelor's,Married,Retired,Gold,East,18,Home,41.45564425,14,,514.0176553,188,4
308,20,127866.4345,71.06041254,27,5,Male,,Single,Unemployed,Silver,South,24,Fashion,16.97712737,2,7.925368486,606.7033163,11,2
309,37,46834.76533,79.0728815,22,5,Male,PhD,Divorced,Retired,Gold,West,12,Home,14.68042687,3,3.203105671,617.2184661,238,2
310,41,21429.45773,52.20963659,37,4,Male,PhD,Divorced,Retired,Bronze,North,14,Home,42.142009,0,1.44502693,391.044411,359,4
311,50,37795.13191,44.5797008,27,2,Male,PhD,Single,Unemployed,Platinum,,22,Home,49.41870638,13,8.638774305,521.5028034,80,4
312,41,137002.4234,15.59780014,29,2,Male,High School,Married,Retired,Bronze,North,29,Electronics,30.05962656,8,1.089637671,488.8868234,,0
313,69,133605.7101,33.49108261,3,4,Female,Bachelor's,Divorced,Employed,Bronze,East,21,Electronics,17.51219368,13,9.434012445,520.4964974,289,2
,28,97663.70328,43.96791725,44,2,Male,Master's,Married,Retired,Bronze,East,28,Electronics,22.93546827,7,6.648578866,718.6108237,47,3
315,66,98067.19186,9.771442538,13,4,Female,Bachelor's,Divorced,Employed,Gold,South,21,Home,12.65586473,3,3.896619717,565.3961241,316,1
316,25,106454.7677,22.84058332,45,3,Female,Bachelor's,Single,Unemployed,Platinum,North,0,Home,39.28492755,1,3.218301186,817.1738843,208,1
317,53,42798.26622,60.22430411,10,,Male,PhD,Married,,Silver,South,28,Fashion,39.8063308,13,1.081050978,461.5220273,34,0
318,55,138873.553,73.83064831,36,5,Female,PhD,Married,Unemployed,,South,15,Groceries,44.38044466,8,3.119242753,528.6369681,118,0
319,57,74440.16824,99.83640363,9,3,Female,PhD,Married,Unemployed,Gold,North,4,Electronics,6.197115362,3,2.239554714,732.8262458,64,2
320,37,69808.00867,93.3782198,27,3,Male,High School,Divorced,Unemployed,Silver,South,25,Home,30.28916037,8,6.509495987,600.3135263,314,3
321,52,87459.30169,,34,3,Female,Bachelor's,Divorced,Unemployed,,West,2,Fashion,14.64149455,9,2.498910297,600.8654805,241,3
322,65,,42.70355728,1,2,Female,Bachelor's,Divorced,Unemployed,Silver,East,22,Fashion,,2,5.757668538,329.3370897,35,4
323,42,41616.83794,63.98155911,32,4,Female,High School,Single,Retired,Bronze,South,9,,40.32300269,6,6.311047801,519.2298145,251,0
324,52,115944.3701,78.77951019,25,2,Male,High School,Divorced,Employed,Silver,North,18,Electronics,13.64151436,6,3.682375285,448.9035528,242,1
325,42,30763.82683,12.7152829,29,5,Male,High School,Single,Retired,Silver,East,4,Electronics,33.72537878,9,1.315584541,849.6343176,41,1
326,46,492048.8712,41.58058408,7,5,Male,Bachelor's,Married,Retired,Platinum,East,6,Groceries,34.45547861,12,1.335284926,,68,2
327,35,51895.38426,84.14042628,49,2,Female,Bachelor's,Married,Retired,Platinum,South,13,Fashion,47.93422617,3,,786.4730941,106,1
328,63,70608.42983,38.99946224,3,4,Male,PhD,Single,Retired,Bronze,West,2,Electronics,39.88224178,1,7.652122004,671.9285543,38,3
,35,57530.18578,57.61535485,,3,Female,PhD,Divorced,Employed,Gold,South,12,Fashion,41.16358162,10,3.862087343,487.5040251,68,3
330,19,66237.45314,59.18916673,20,2,Male,Bachelor's,Single,Retired,Platinum,West,12,,28.92203371,8,8.166701674,598.9439081,179,0
331,52,113475.9677,19.26314906,30,5,Female,,Married,Unemployed,Silver,East,9,Fashion,13.40513632,3,4.885595415,762.294734,11,2
332,33,58625.82303,36.86130872,35,1,Male,High School,Married,Retired,Platinum,South,1,Groceries,24.15035146,7,,785.8525639,338,1
333,58,93632.60324,34.11661759,35,2,,Master's,Single,Retired,Platinum,North,5,Electronics,29.72703081,13,5.615943423,388.2166313,203,0
334,53,81886.55229,,49,3,Female,PhD,Divorced,Employed,Bronze,South,7,Home,35.52886633,1,7.417283107,486.7652277,35,4
335,50,106277.2515,,39,3,Male,Bachelor's,Divorced,Employed,Platinum,West,3,Electronics,32.34691003,7,3.461525792,484.3727491,125,4
336,21,141787.8661,83.33800732,27,3,Female,PhD,Single,Unemployed,Platinum,West,24,Home,22.7290023,,,323.1246378,62,1
337,50,115234.3726,28.03401019,26,4,Male,PhD,Single,Retired,Silver,South,11,Fashion,16.93908981,9,6.004516017,629.0307679,331,1
338,31,47942.24922,52.28979786,14,3,Male,PhD,Divorced,Retired,,West,27,Fashion,12.57038794,4,3.942798609,,81,1
339,38,24053.80756,30.57383179,17,,Female,Master's,Married,,Silver,East,14,Groceries,,6,4.982421823,509.8659133,306,3
340,65,54094.32576,94.12724527,18,1,Female,High School,Single,Unemployed,Platinum,South,7,Groceries,34.04294034,6,,707.0197697,298,1
341,37,97360.13099,26.67037913,45,3,Female,Bachelor's,Divorced,Employed,Platinum,West,6,Home,,11,,645.2352275,33,4
342,25,26685.35575,43.53602446,29,2,Male,Master's,Divorced,,Gold,South,13,Groceries,21.76373538,8,6.582509354,506.6068045,239,1
343,24,84527.61214,87.4002948,20,2,Female,Bachelor's,Married,,Platinum,South,22,Groceries,16.80835202,2,5.897800019,377.5828897,96,2
,20,97589.57036,84.35142311,27,3,Male,Bachelor's,Married,,Silver,North,18,,39.18745979,9,7.658167347,690.128119,48,4
345,34,63451.70581,19.42404037,18,2,Female,Bachelor's,Married,Employed,Silver,South,13,Groceries,39.81413278,3,7.353429559,770.0108429,145,2
346,50,120218.5865,80.46168767,4,2,Female,Master's,Married,Unemployed,Bronze,,21,Fashion,25.50273683,9,5.807709026,677.2199708,124,4
347,65,33857.77291,46.36050179,1,2,Female,High School,Married,Employed,Bronze,,12,Groceries,32.53568381,3,7.110127188,309.8331662,188,0
348,29,29767.91163,48.81391834,1,5,Female,Bachelor's,Single,Employed,Gold,North,,Fashion,21.80838489,14,8.86203642,418.9280919,56,4
349,68,114664.5383,14.21451727,26,5,Female,High School,Divorced,Retired,Silver,North,20,Fashion,36.58762401,12,4.89044159,338.2139917,348,4
350,,84413.87111,8.979549862,45,3,Female,High School,,Retired,Silver,North,0,,42.60747185,9,4.714867655,613.7123548,108,2
351,39,109492.3115,73.06599139,20,5,Male,PhD,Single,,Silver,East,26,Fashion,35.97049748,4,7.878210588,716.0627234,4,2
352,63,76527.55402,50.14965408,23,4,Female,Master's,Single,Employed,Gold,North,18,Fashion,28.06621821,13,6.242984533,360.8185529,23,4
353,47,52032.26432,44.24821956,10,3,Male,Master's,Single,Unemployed,Silver,South,28,Groceries,25.63960818,5,1.639061022,761.0858013,220,4
354,55,126483.3013,73.22131464,11,1,Female,PhD,Single,Unemployed,Bronze,North,27,Fashion,33.90438429,14,9.029008141,605.5299381,314,3
355,55,123924.0643,76.785777,41,4,Female,PhD,Married,Employed,Gold,South,0,Home,35.59149012,2,1.27704792,679.4829567,293,0
356,62,110310.5412,16.7319086,41,4,,High School,Married,Retired,Bronze,North,3,Groceries,30.14282496,12,7.735567206,834.2710167,9,0
357,68,55378.86784,61.4122898,5,3,Male,Bachelor's,Divorced,Employed,Bronze,East,9,Groceries,33.12240238,3,7.829147284,346.0245435,164,1
358,25,96729.98669,114.4000541,1,4,Male,,Single,Employed,Gold,West,2,Groceries,9.346490712,2,9.577999768,795.6732126,214,4
359,44,66926.6066,75.38613352,17,3,Female,Bachelor's,Divorced,Retired,Platinum,North,26,Electronics,47.82944823,1,1.487209676,369.3564828,125,4
360,44,31905.66953,66.03856047,22,4,Male,Bachelor's,Married,Retired,Platinum,North,19,Groceries,40.58478787,9,6.371711747,516.1273437,,4
361,51,139250.7648,95.70484749,34,5,Female,PhD,Married,Unemployed,Bronze,East,8,,21.82675414,11,4.850565136,768.291283,279,4
362,38,37786.42202,7.826843619,45,3,Female,Bachelor's,Married,Unemployed,Platinum,North,2,Home,30.32656749,8,3.975696594,798.4398302,87,0
363,47,143530.856,6.648417394,41,4,Male,High School,Single,Unemployed,Silver,South,27,Groceries,7.129603856,0,1.812867043,578.5044204,113,
364,50,77980.75048,28.93652039,29,3,Male,PhD,Single,Unemployed,Gold,North,5,Groceries,6.85525163,1,6.063887077,626.7575511,20,3
365,45,44067.28075,26.90886269,4,4,Male,Bachelor's,Married,Retired,Bronze,North,5,Home,16.28592508,7,5.311366531,689.481034,147,2
366,64,90447.12316,25.45090111,5,4,,PhD,Divorced,Employed,Silver,West,22,Groceries,36.03657391,14,1.940990123,758.0172676,244,2
367,50,133482.9587,,11,1,Female,High School,Divorced,Unemployed,Platinum,West,24,Electronics,43.34664865,6,6.512405564,366.8311432,265,0
368,22,115189.2352,25.70507379,21,4,Male,High School,Married,Unemployed,Silver,North,11,Fashion,30.1633646,11,7.641578082,745.5381195,216,3
369,,124852.9492,27.92302289,35,2,Male,Bachelor's,Divorced,Retired,Platinum,East,22,Home,28.94597328,0,7.905504709,564.7018828,239,4
370,36,105641.8377,76.18042798,12,4,Female,PhD,Married,Retired,Bronze,West,29,Home,,4,9.148358694,547.8428838,231,0
371,21,109995.9534,45.5242444,26,3,Male,Bachelor's,Divorced,Employed,Silver,North,0,Electronics,12.27190802,9,4.685236677,533.1448636,231,0
372,52,130395.4347,77.89434514,19,4,Male,Bachelor's,Married,Employed,Gold,West,15,Fashion,10.32593456,5,9.577654918,580.0663719,,3
373,66,,7.471249599,45,1,,PhD,Divorced,Retired,Bronze,North,,Electronics,39.23058925,4,8.788864646,819.7778044,,1
374,34,83625.24527,49.26954817,7,4,Male,Bachelor's,Single,Unemployed,Silver,West,4,Fashion,46.73765981,3,3.668514139,601.512075,228,0
375,61,48757.22744,4.327746418,47,2,Female,High School,Married,Unemployed,Silver,West,8,Electronics,25.62274474,13,2.433547336,824.247646,65,
376,45,148396.841,7.202667142,7,4,Female,PhD,Married,Unemployed,Platinum,South,9,Groceries,34.67505464,12,4.918504565,399.1595718,278,2
377,47,142727.7142,90.73730788,26,5,Male,PhD,Divorced,Employed,Bronze,North,12,Electronics,46.15059429,0,4.617088372,698.2747884,268,4
378,46,25125.48548,14.78529174,40,5,,PhD,Married,Unemployed,Bronze,North,14,Home,9.055113482,6,6.181473748,746.7317462,208,0
379,63,111724.7724,53.70964755,5,4,Female,PhD,Married,Unemployed,Bronze,North,11,Home,39.67166539,8,6.250476091,673.5208572,15,4
380,23,140282.2813,41.69846466,21,4,Male,Bachelor's,Married,Retired,Bronze,North,4,Home,32.7567598,5,7.749882859,633.8072541,296,0
381,52,43474.79487,35.3869893,14,2,Male,Bachelor's,Single,Unemployed,Platinum,West,4,Electronics,31.93867305,2,5.589009534,,219,3
382,58,93832.87997,90.08350122,4,2,Male,High School,Single,Retired,Gold,South,27,Home,18.16431928,14,,773.5117654,256,0
383,54,139013.4787,3.160516281,23,3,Male,Master's,Divorced,Unemployed,Bronze,South,27,Home,35.77520096,9,8.72462202,751.9056284,267,1
,41,24412.97722,66.71517893,42,4,Male,Master's,Single,Employed,Platinum,East,29,Groceries,40.76589897,13,3.787881249,367.2587966,,2
385,46,110664.6347,,20,5,Male,High School,Divorced,Unemployed,Gold,North,17,Groceries,10.07861742,3,9.741677143,766.7232114,118,3
386,66,58655.37096,56.45665016,15,2,Male,Master's,Single,Unemployed,Gold,East,11,Fashion,29.00846439,9,2.060740978,527.7377407,177,2
387,63,140171.5054,93.74542374,45,5,Male,High School,Divorced,Retired,Platinum,,26,Fashion,9.556933144,4,,439.5332565,19,
388,48,146237.5719,6.173530049,29,4,Male,Bachelor's,Single,Retired,Bronze,East,2,Fashion,44.26583087,14,1.819106262,778.3727124,35,3
389,52,142754.6436,42.46053859,8,3,Female,PhD,Single,Retired,Gold,North,25,Electronics,27.84365252,11,3.079325242,537.6136398,334,1
390,50,81647.84817,26.75562131,41,2,Female,PhD,Divorced,Unemployed,Bronze,South,24,Fashion,41.35845602,11,1.419219479,744.6005796,107,2
391,69,132065.5446,173.3512755,48,1,Female,Bachelor's,Married,Unemployed,Bronze,South,6,,21.56385369,0,7.34601832,,188,0
